"Timestamp","RealValue","LearnedValue","Residual"
" 2024-01-05 06:00:00","-0.003","",""
" 2024-01-05 06:00:08","-0.003","",""
" 2024-01-05 06:00:15","-0.002","",""
" 2024-01-05 06:00:23","-0.003","",""
" 2024-01-05 06:00:31","-0.002","",""
" 2024-01-05 06:00:39","-0.002","",""
" 2024-01-05 06:00:46","-0.002","",""
" 2024-01-05 06:00:54","-0.003","",""
" 2024-01-05 06:01:02","-0.003","",""
" 2024-01-05 06:01:17","-0.003","",""
" 2024-01-05 06:01:25","-0.003","",""
" 2024-01-05 06:01:33","-0.003","",""
" 2024-01-05 06:01:40","-0.003","",""
" 2024-01-05 06:01:48","-0.002","",""
" 2024-01-05 06:01:56","-0.003","",""
" 2024-01-05 06:02:03","-0.003","",""
" 2024-01-05 06:02:11","-0.004","",""
" 2024-01-05 06:02:19","-0.002","",""
" 2024-01-05 06:02:27","-0.003","",""
" 2024-01-05 06:02:34","-0.003","",""
" 2024-01-05 06:02:42","-0.003","",""
" 2024-01-05 06:03:05","-0.003","",""
" 2024-01-05 06:03:13","-0.003","",""
" 2024-01-05 06:03:21","-0.002","",""
" 2024-01-05 06:03:28","-0.003","",""
" 2024-01-05 06:03:36","-0.003","",""
" 2024-01-05 06:03:44","-0.003","",""
" 2024-01-05 06:03:51","-0.003","",""
" 2024-01-05 06:03:59","-0.003","",""
" 2024-01-05 06:04:07","-0.003","",""
" 2024-01-05 06:04:15","-0.003","",""
" 2024-01-05 06:04:22","-0.003","",""
" 2024-01-05 06:04:30","-0.003","",""
" 2024-01-05 06:04:38","-0.002","",""
" 2024-01-05 06:04:45","-0.003","",""
" 2024-01-05 06:04:53","-0.003","",""
" 2024-01-05 06:05:01","-0.004","",""
" 2024-01-05 06:05:08","-0.004","",""
" 2024-01-05 06:05:24","-0.003","",""
" 2024-01-05 06:05:32","-0.003","",""
" 2024-01-05 06:05:39","-0.003","",""
" 2024-01-05 06:05:47","-0.003","",""
" 2024-01-05 06:05:55","-0.003","",""
" 2024-01-05 06:06:03","-0.003","",""
" 2024-01-05 06:06:27","-0.002","",""
" 2024-01-05 06:06:34","-0.004","",""
" 2024-01-05 06:06:42","-0.003","",""
" 2024-01-05 06:06:49","-0.003","",""
" 2024-01-05 06:07:05","-0.003","",""
" 2024-01-05 06:07:13","-0.003","",""
" 2024-01-05 06:07:20","-0.002","",""
" 2024-01-05 06:07:28","-0.003","",""
" 2024-01-05 06:07:36","-0.003","",""
" 2024-01-05 06:07:43","-0.003","",""
" 2024-01-05 06:07:51","-0.003","",""
" 2024-01-05 06:07:58","-0.004","",""
" 2024-01-05 06:08:07","-0.003","",""
" 2024-01-05 06:08:15","-0.004","",""
" 2024-01-05 06:08:21","-0.003","",""
" 2024-01-05 06:08:29","-0.003","",""
" 2024-01-05 06:08:46","-0.002","",""
" 2024-01-05 06:09:02","-0.003","",""
" 2024-01-05 06:09:15","-0.003","",""
" 2024-01-05 06:09:24","-0.002","",""
" 2024-01-05 06:09:31","-0.003","",""
" 2024-01-05 06:09:38","-0.003","",""
" 2024-01-05 06:09:46","-0.003","",""
" 2024-01-05 06:09:54","-0.004","",""
" 2024-01-05 06:10:02","-0.003","",""
" 2024-01-05 06:10:09","-0.003","",""
" 2024-01-05 06:10:17","-0.003","",""
" 2024-01-05 06:10:25","-0.002","",""
" 2024-01-05 06:10:32","-0.003","",""
" 2024-01-05 06:10:40","-0.002","",""
" 2024-01-05 06:10:48","-0.003","",""
" 2024-01-05 06:11:03","-0.004","",""
" 2024-01-05 06:11:11","-0.003","",""
" 2024-01-05 06:11:34","-0.004","",""
" 2024-01-05 06:11:42","-0.003","",""
" 2024-01-05 06:11:50","-0.003","",""
" 2024-01-05 06:11:57","-0.003","",""
" 2024-01-05 06:12:05","-0.003","",""
" 2024-01-05 06:12:13","-0.003","",""
" 2024-01-05 06:12:28","-0.003","",""
" 2024-01-05 06:12:36","-0.003","",""
" 2024-01-05 06:12:44","-0.002","",""
" 2024-01-05 06:12:51","-0.003","",""
" 2024-01-05 06:12:59","-0.003","",""
" 2024-01-05 06:13:07","-0.003","",""
" 2024-01-05 06:13:14","-0.003","",""
" 2024-01-05 06:13:22","-0.003","",""
" 2024-01-05 06:13:30","-0.004","",""
" 2024-01-05 06:13:38","-0.003","",""
" 2024-01-05 06:13:45","-0.003","",""
" 2024-01-05 06:13:53","-0.002","",""
" 2024-01-05 06:14:01","-0.003","",""
" 2024-01-05 06:14:16","-0.003","",""
" 2024-01-05 06:14:24","-0.003","",""
" 2024-01-05 06:14:31","-0.003","",""
" 2024-01-05 06:14:39","-0.003","",""
" 2024-01-05 06:14:55","-0.004","",""
" 2024-01-05 06:15:02","-0.003","",""
" 2024-01-05 06:15:10","-0.004","",""
" 2024-01-05 06:15:18","-0.003","",""
" 2024-01-05 06:15:41","-0.002","",""
" 2024-01-05 06:15:49","-0.003","",""
" 2024-01-05 06:15:56","-0.003","",""
" 2024-01-05 06:16:04","-0.002","",""
" 2024-01-05 06:16:12","-0.003","",""
" 2024-01-05 06:16:19","-0.003","",""
" 2024-01-05 06:16:27","-0.003","",""
" 2024-01-05 06:16:35","-0.003","",""
" 2024-01-05 06:16:43","-0.002","",""
" 2024-01-05 06:16:50","-0.003","",""
" 2024-01-05 06:16:58","-0.003","",""
" 2024-01-05 06:17:06","-0.003","",""
" 2024-01-05 06:17:13","-0.004","",""
" 2024-01-05 06:17:29","-0.003","",""
" 2024-01-05 06:17:37","-0.003","",""
" 2024-01-05 06:17:53","-0.003","",""
" 2024-01-05 06:18:01","-0.003","",""
" 2024-01-05 06:18:08","-0.002","",""
" 2024-01-05 06:18:16","-0.002","",""
" 2024-01-05 06:18:24","-0.003","",""
" 2024-01-05 06:18:32","-0.004","",""
" 2024-01-05 06:18:39","-0.003","",""
" 2024-01-05 06:18:47","-0.003","",""
" 2024-01-05 06:18:55","-0.003","",""
" 2024-01-05 06:19:02","-0.003","",""
" 2024-01-05 06:19:09","-0.003","",""
" 2024-01-05 06:19:17","-0.003","",""
" 2024-01-05 06:19:25","-0.002","",""
" 2024-01-05 06:19:32","-0.002","",""
" 2024-01-05 06:19:40","-0.003","",""
" 2024-01-05 06:19:48","-0.003","",""
" 2024-01-05 06:19:55","-0.003","",""
" 2024-01-05 06:20:03","-0.003","",""
" 2024-01-05 06:20:11","-0.003","",""
" 2024-01-05 06:20:19","-0.003","",""
" 2024-01-05 06:20:26","-0.003","",""
" 2024-01-05 06:20:34","-0.003","",""
" 2024-01-05 06:20:42","-0.003","",""
" 2024-01-05 06:20:57","-0.003","",""
" 2024-01-05 06:21:13","-0.003","",""
" 2024-01-05 06:21:20","-0.003","",""
" 2024-01-05 06:21:28","-0.003","",""
" 2024-01-05 06:21:36","-0.004","",""
" 2024-01-05 06:21:42","-0.003","",""
" 2024-01-05 06:21:50","-0.003","",""
" 2024-01-05 06:22:07","-0.003","",""
" 2024-01-05 06:22:13","-0.003","",""
" 2024-01-05 06:22:21","-0.004","",""
" 2024-01-05 06:22:30","-0.003","",""
" 2024-01-05 06:22:44","-0.004","",""
" 2024-01-05 06:22:52","-0.002","",""
" 2024-01-05 06:23:01","-0.004","",""
" 2024-01-05 06:23:07","-0.003","",""
" 2024-01-05 06:23:25","-0.003","",""
" 2024-01-05 06:23:30","-0.003","",""
" 2024-01-05 06:23:40","-0.003","",""
" 2024-01-05 06:24:02","-0.003","",""
" 2024-01-05 06:24:10","-0.002","",""
" 2024-01-05 06:24:18","-0.004","",""
" 2024-01-05 06:24:25","-0.003","",""
" 2024-01-05 06:24:33","-0.002","",""
" 2024-01-05 06:24:41","-0.003","",""
" 2024-01-05 06:24:56","-0.003","",""
" 2024-01-05 06:25:04","-0.003","",""
" 2024-01-05 06:25:28","-0.004","",""
" 2024-01-05 06:25:36","-0.003","",""
" 2024-01-05 06:25:43","-0.004","",""
" 2024-01-05 06:25:51","-0.003","",""
" 2024-01-05 06:25:59","-0.003","",""
" 2024-01-05 06:26:07","-0.002","",""
" 2024-01-05 06:26:14","-0.003","",""
" 2024-01-05 06:26:22","-0.003","",""
" 2024-01-05 06:26:30","-0.003","",""
" 2024-01-05 06:26:37","-0.003","",""
" 2024-01-05 06:26:45","-0.004","",""
" 2024-01-05 06:26:53","-0.003","",""
" 2024-01-05 06:27:08","-0.004","",""
